MINISTERIO DE EDUCACION NACIONAL;;;;;;;;;;;;;;;;;;
1214;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;PRINCIPAL;1;Oficial;4;Universidad;25;Cundinamarca;25290;Fusagasuga;2016;2;136;97;65;4;302
1215;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;SECCIONAL;1;Oficial;4;Universidad;25;Cundinamarca;25307;Girardot;2016;2;35;3;5;0;43
1216;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;SECCIONAL;1;Oficial;4;Universidad;25;Cundinamarca;25843;Ubaté;2016;2;13;2;5;0;20
1217;1217;UNIVERSIDAD DE SUCRE;PRINCIPAL;1;Oficial;4;Universidad;70;Sucre;70001;Sincelejo;2016;2;146;15;34;9;204
1218;1218;UNIVERSIDAD DE LA GUAJIRA;PRINCIPAL;1;Oficial;4;Universidad;44;Guajira;44001;Riohacha;2016;2;34;22;31;51;138
1219;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5148;Carmen de Viboral;2016;2;5;0;2;1;8
1220;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5034;Andes;2016;2;1;0;1;1;3
1221;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5154;Caucasia;2016;2;3;1;2;1;7
1222;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5579;Puerto Berrío;2016;2;1;0;1;1;3
1223;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5837;Turbo;2016;2;1;0;0;1;2
2114;2114;ESCUELA NACIONAL DEL DEPORTE;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2016;2;15;3;27;14;59
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2016;2;14;2;9;13;38
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;13;Bolivar;13001;Cartagena;2016;2;17;2;4;15;38
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tulua;2016;2;57;11;18;20;106
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;16;1;3;1;21
1701;1701;PONTIFICIA UNIVERSIDAD JAVERIANA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;835;153;749;34;1771
1702;1701;PONTIFICIA UNIVERSIDAD JAVERIANA;SECCIONAL;2;Privada;4;Universidad;76;Valle del Cauca;76001;Cali;2016;2;22;230;312;81;645
1707;1707;FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;368;2;223;48;641
1709;1709;UNIVERSIDAD CENTRAL;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;287;88;218;31;624
1714;1714;COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;412;0;481;25;918
1715;1715;FUNDACION UNIVERSIDAD DE AMERICA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;78;1;49;29;157
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;SECCIONAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;121;7;81;26;235
1719;1719;UNIVERSIDAD CATOLICA DE COLOMBIA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;248;37;191;27;503
1722;1722;UNIVERSIDAD DE MANIZALES;PRINCIPAL;2;Privada;4;Universidad;17;Caldas;17001;Manizales;2016;2;15;101;89;36;241
1724;1718;UNIVERSIDAD DE SAN BUENAVENTURA;SECCIONAL;2;Privada;4;Universidad;13;Bolivar;13001;Cartagena;2016;2;68;40;25;23;156
1726;1726;UNIVERSIDAD CATOLICA DE ORIENTE;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5615;Rionegro;2016;2;282;73;638;38;1031
1728;1728;UNIVERSIDAD SERGIO ARBOLEDA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;205;145;204;94;648
1729;1729;UNIVERSIDAD EL BOSQUE;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;66;263;140;0;469
1733;1728;UNIVERSIDAD SERGIO ARBOLEDA;SECCIONAL;2;Privada;4;Universidad;47;Magdalena;47001;Santa Marta;2016;2;39;83;66;27;215
1734;1734;UNIVERSIDAD DE BOYACA UNIBOYACA;PRINCIPAL;2;Privada;4;Universidad;15;Boyacá;15001;Tunja;2016;2;99;3;48;18;168
1735;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;190;35;718;42;985
1801;1801;UNIVERSIDAD LA GRAN COLOMBIA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;259;118;116;61;554
1802;1801;UNIVERSIDAD LA GRAN COLOMBIA;SECCIONAL;2;Privada;4;Universidad;63;Quindío;63001;Armenia;2016;2;52;7;27;16;102
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;207;65;96;25;393
1808;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;Privada;4;Universidad;8;Atlántico;8001;Barranquilla;2016;2;66;24;27;10;127
1809;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;Privada;4;Universidad;66;Risaralda;66001;Pereira;2016;2;10;63;13;20;106
1810;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;Privada;4;Universidad;54;Norte de Santander;54001;Cúcuta;2016;2;11;18;17;8;54
1812;1812;UNIVERSIDAD DE MEDELLIN;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;182;23;89;36;330
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SECCIONAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;72;118;224;51;465
1817;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SECCIONAL;2;Privada;4;Universidad;68;Santander;68001;Bucaramanga;2016;2;57;52;64;4;177
1819;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SECCIONAL;2;Privada;4;Universidad;68;Santander;68081;Barrancabermeja;2016;2;19;22;37;1;79
1820;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SECCIONAL;2;Privada;4;Universidad;47;Magdalena;47001;Santa Marta;2016;2;39;67;68;2;176
1823;1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;PRINCIPAL;2;Privada;4;Universidad;68;Santander;68001;Bucaramanga;2016;2;162;68;113;68;411
1825;1825;UNIVERSIDAD AUTONOMA DE MANIZALES;PRINCIPAL;2;Privada;4;Universidad;17;Caldas;17001;Manizales;2016;2;97;25;59;5;186
1828;1828;UNIVERSIDAD ICESI;PRINCIPAL;2;Privada;4;Universidad;76;Valle del Cauca;76001;Cali;2016;2;283;193;77;115;668
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;PRINCIPAL;2;Privada;4;Universidad;76;Valle del Cauca;76001;Cali;2016;2;70;324;153;29;576
1831;1831;UNIVERSIDAD DE IBAGUE;PRINCIPAL;2;Privada;4;Universidad;73;Tolima;73001;Ibagué;2016;2;145;141;132;52;470
1833;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;PRINCIPAL;2;Privada;4;Universidad;23;Córdoba;23001;Montería;2016;2;92;105;160;7;364
1834;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;SECCIONAL;2;Privada;4;Universidad;13;Bolivar;13001;Cartagena;2016;2;37;139;54;10;240
1835;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;117;79;106;38;340
2707;2707;FUNDACION UNIVERSITARIA JUAN N. CORPAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;30;47;122;24;223
2708;2708;UNIVERSIDAD CES;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;216;50;267;17;550
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;97;19;65;25;206
2710;2710;FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;57;19;28;33;137
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;109;9;130;61;309
2719;2719;UNIVERSIDAD CATÓLICA LUIS AMIGÓ-FUNLAM;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;100;0;73;48;221
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2016;2;55;33;43;3;134
2721;2721;FUNDACION UNIVERSITARIA MARIA CANO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;18;29;65;9;121
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2016;2;103;25;39;36;203
2725;2725;POLITECNICO GRANCOLOMBIANO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;92;184;173;79;528
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;25;7;18;6;56
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;SECCIONAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2016;2;55;19;51;25;150
2738;2738;FUNDACION UNIVESITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;20;15;50;6;91
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;2;0;0;8;10
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal (Chicoral) ;2016;2;2;4;7;4;17
2744;2744;INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2016;2;110;38;36;16;200
2745;2745;UNIPANAMERICANA - FUNDACION UNIVERSITARIA PANAMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;26;62;64;48;200
2746;2746;FUNDACION UNIVERSITARIA SANITAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;31;8;235;9;283
2747;2747;FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;31;58;103;23;215
2749;2749;INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;38;8;50;2;98
2811;2811;ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;25;119;80;26;250
2812;2812;UNIVERSIDAD EAN;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;170;0;138;12;320
2813;2813;UNIVERSIDAD EIA;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;2;63;23;35;16;137
2818;2818;CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66682;Santa Rosa De Cabal;2016;2;13;28;29;22;92
2820;2820;CORPORACION UNIVERSITARIA LASALLISTA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5129;Caldas;2016;2;78;43;307;5;433
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;0;0;24;4;28
2825;2825;CORPORACION UNIVERSITARIA RAFAEL NUÑEZ;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;13;Bolivar;13001;Cartagena;2016;2;52;52;43;39;186
2828;2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41001;Neiva;2016;2;31;0;12;6;49
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;70;80;130;19;299
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;20;4;6;8;38
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;147;23;88;35;293
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;2;22;7;17;6;52
2838;2838;CORPORACION COLEGIATURA COLOMBIANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;16;23;63;5;107
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2016;2;42;16;18;19;95
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;SECCIONAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5088;Bello;2016;2;55;42;221;1;319
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;2;11;3;45;13;72
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;49;23;60;22;154
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;7;15;44;2;68
3703;3703;FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;17;8;47;6;78
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;PRINCIPAL;2;Privada;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2016;2;26;49;22;6;103
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;33;9;90;13;145
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;PRINCIPAL;2;Privada;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2016;2;26;6;43;15;90
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;PRINCIPAL;2;Privada;2;Institución Tecnológica;54;Norte de Santander;54001;Cúcuta;2016;2;14;16;30;13;73
3720;3720;FUNDACION UNIVERSITARIA ESUMER;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;21;142;55;18;236
3810;3810;CORPORACION EDUCATIVA -ITAE-;PRINCIPAL;2;Privada;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2016;2;22;1;8;2;33
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5088;Bello;2016;2;31;10;9;4;54
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2016;2;15;7;34;8;64
3824;3824;ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;5;2;3;2;12
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2016;2;68;64;48;44;224
4701;4701;FUNDACION ACADEMIA DE DIBUJO PROFESIONAL;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;2;31;16;11;10;68
4709;4709;INSTITUCION UNIVERSITARIA EAM;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2016;2;32;13;34;10;89
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;2;2;2;1;1;6
4808;4808;CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;2;4;3;11;10;28
4811;4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;2;4;3;11;1;19
4817;4817;CORPORACION EDUCATIVA DEL LITORAL;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;8;Atlántico;8001;Barranquilla;2016;2;17;11;4;9;41
4822;4822;CORPORACION ESCUELA DE ARTES Y LETRAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;42;33;41;17;133
4835;4835;CORPORACION UNIVERSITARIA TALLER CINCO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;5;9;21;4;39
5801;5801;CORPORACION ESCUELA TECNOLOGICA DEL ORIENTE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68001;Bucaramanga;2016;2;6;0;16;1;23
9116;9116;FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;27;Chocó;27001;Quibdó;2016;2;29;7;34;12;82
9117;9117;FUNDACION POLITECNICA - CORPO;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;2;3;1;3;4;11
9119;9119;CORPORACION UNIVERSITARIA AMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;2;54;38;109;62;263
9120;9120;FUNDACION UNIVERSITARIA BELLAS ARTES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;7;2;14;8;31
9122;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;SECCIONAL;2;Privada;4;Universidad;68;Santander;68001;Bucaramanga;2016;2;48;1;54;2;105
9129;9129;FUNDACION UNIVERSITARIA CAFAM -UNICAFAM;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;19;28;27;9;83
9900;9900;CORPORACION UNIVERSITARIA U DE COLOMBIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;3;6;9;3;21
9905;9905;FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41615;Rivera;2016;2;8;7;8;8;31
